ANO_EMISSAO;MES_MISSAO;UF;MUNICIPIO;TIPO;STATUS;ABRANGENCIA;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;SEXO;TOTAL
2015;9;RJ;RIO DE JANEIRO;Funcional;Vencido;Estadual;;;;M;6
2015;9;RJ;RIO DE JANEIRO;Funcional;Vencido;Municipal;;;;M;1
2015;9;RJ;SÃO GONÇALO;Funcional;Vencido;Estadual;;;;M;1
2015;9;RJ;VOLTA REDONDA;Funcional;Vencido;Estadual;;;;M;1
2015;9;RJ;VOLTA REDONDA;Funcional;Vencido;Municipal;;;;F;3
2015;9;RJ;VOLTA REDONDA;Funcional;Vencido;Municipal;;;;M;63
2015;9;RN;JOÃO CÂMARA;Funcional;Vencido;Estadual;;;;M;1
2015;9;RN;NATAL;Funcional;Vencido;Estadual;;;;F;1
2015;9;RN;NATAL;Funcional;Vencido;Estadual;;;;M;10
2015;9;RN;PARNAMIRIM;Funcional;Vencido;Estadual;;;;M;2
2015;9;RS;CAÇAPAVA DO SUL;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;9;RS;CAXIAS DO SUL;Funcional;Vencido;Municipal;;;;M;1
2015;9;RS;ENCRUZILHADA DO SUL;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;RS;ESTÂNCIA VELHA;Funcional;Vencido;Municipal;;;;M;2
2015;9;RS;FELIZ;Funcional;Vencido;Municipal;;;;M;1
2015;9;RS;GRAVATAÍ;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;RS;GRAVATAÍ;Funcional;Vencido;Municipal;;;;M;2
2015;9;RS;PORTO ALEGRE;Defesa Pessoal;Vencido;Estadual;Revolver;ROSSI (AMADEO ROSSI S.A.);.38;M;1
2015;9;RS;PORTO ALEGRE;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;RS;SANTA MARIA;Defesa Pessoal;Cancelado;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;RS;SANTA MARIA;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;2
2015;9;RS;SANTA MARIA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;RS;SANTO ÂNGELO;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;9;RS;SÃO LEOPOLDO;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;RS;SÃO LEOPOLDO;Funcional;Vencido;Estadual;;;;M;2
2015;9;RS;SÃO LEOPOLDO;Funcional;Vencido;Municipal;;;;M;8
2015;9;RS;SAPUCAIA DO SUL;Funcional;Vencido;Estadual;;;;M;1
2015;9;SC;CAÇADOR;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;9;SC;JOAÇABA;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;9;SC;TUBARÃO;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;SE;ARACAJU;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;9;SE;ARACAJU;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;2
2015;9;SE;ARACAJU;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;9;SE;ARACAJU;Defesa Pessoal;Vencido;Nacional;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;9;SE;ARACAJU;Defesa Pessoal;Vencido;Regional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;2
2015;9;SE;ARACAJU;Funcional;Vencido;Estadual;;;;F;1
2015;9;SE;ARACAJU;Funcional;Vencido;Estadual;;;;M;7
2015;9;SE;ESTÂNCIA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;SE;NOSSA SENHORA DO SOCORRO;Funcional;Vencido;Estadual;;;;M;2
2015;9;SP;AMERICANA;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;9;SP;BARUERI;Funcional;Cancelado;Estadual;;;;M;1
2015;9;SP;CABREÚVA;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;9;SP;CAJAMAR;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;9;SP;CAJAMAR;Funcional;Vencido;Estadual;;;;M;1
2015;9;SP;CAMPO LIMPO PAULISTA;Funcional;Vencido;Estadual;;;;F;2
2015;9;SP;CAMPO LIMPO PAULISTA;Funcional;Vencido;Estadual;;;;M;3
2015;9;SP;CUBATÃO;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;SP;FRANCA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;9;SP;FRANCISCO MORATO;Funcional;Vencido;Estadual;;;;M;1
2015;9;SP;ITAQUAQUECETUBA;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;9;SP;JUNDIAÍ;Funcional;Vencido;Estadual;;;;M;3
2015;9;SP;LIMEIRA;Funcional;Cancelado;Municipal;;;;M;1
2015;9;SP;MAIRIPORÃ;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;9;SP;MOGI GUAÇU;Funcional;Vencido;Estadual;;;;M;1
2015;9;SP;MONTE ALTO;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;9;SP;MONTE ALTO;Funcional;Cancelado;Estadual;;;;F;1
2015;9;SP;PAULÍNIA;Funcional;Vencido;Municipal;;;;M;1
2015;9;SP;SALTO DE PIRAPORA;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;9;SP;SÃO JOSÉ DO RIO PRETO;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;9;SP;SÃO PAULO;Defesa Pessoal;Vencido;Nacional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;9;SP;SÃO PAULO;Defesa Pessoal;Vencido;Regional;Pistola;TAURUS ARMAS S.A.;.380;F;1
2015;9;SP;SÃO PAULO;Funcional;Ativo - Válido;Estadual;;;;F;1
2015;9;SP;SÃO PAULO;Funcional;Ativo - Válido;Estadual;;;;M;7
2015;9;SP;SÃO PAULO;Funcional;Cancelado;Estadual;;;;M;1
2015;9;SP;SÃO PAULO;Funcional;Vencido;Estadual;;;;F;1
2015;9;SP;TATUÍ;Funcional;Vencido;Estadual;;;;M;1
2015;9;SP;VÁRZEA PAULISTA;Funcional;Cancelado;Estadual;;;;M;1
2015;9;SP;VÁRZEA PAULISTA;Funcional;Vencido;Estadual;;;;M;1
2015;9;;;Funcional;Ativo - Válido;Estadual;;;;F;2
2015;9;;;Funcional;Ativo - Válido;Estadual;;;;M;2
2015;9;;;Funcional;Vencido;Estadual;;;;M;1
2015;9;;;Segurança Dignitário;Vencido;Nacional;Pistola;CZECH;9 mm;F;4
2015;10;AL;MACEIÓ;Defesa Pessoal;Cancelado;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;AL;MACEIÓ;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;AL;MACEIÓ;Defesa Pessoal;Vencido;Regional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;AL;TEOTÔNIO VILELA;Defesa Pessoal;Vencido;Nacional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;BA;ALAGOINHAS;Funcional;Vencido;Estadual;;;;M;1
2015;10;BA;SALVADOR;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;BA;SALVADOR;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;BA;SALVADOR;Funcional;Vencido;Estadual;;;;F;1
2015;10;BA;SALVADOR;Funcional;Vencido;Estadual;;;;M;15
2015;10;BA;SIMÕES FILHO;Funcional;Vencido;Estadual;;;;M;1
2015;10;CE;CRATO;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;10;CE;FORTALEZA;Defesa Pessoal;Cancelado;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;CE;JUAZEIRO DO NORTE;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;ES;VITÓRIA;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;MA;SÃO LUÍS;Funcional;Vencido;Estadual;;;;M;3
2015;10;MS;SIDROLÂNDIA;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;MT;CUIABÁ;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;PA;REDENÇÃO;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;PA;SANTARÉM;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;2
2015;10;PB;CABEDELO;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;PE;CARUARU;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;10;PR;ARAPONGAS;Defesa Pessoal;Cancelado;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;PR;ARAUCÁRIA;Funcional;Ativo - Válido;Estadual;;;;M;4
2015;10;PR;COLOMBO;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;10;PR;COLOMBO;Funcional;Cancelado;Estadual;;;;M;1
2015;10;PR;CONTENDA;Funcional;Ativo - Válido;Estadual;;;;M;2
2015;10;PR;CURITIBA;Funcional;Ativo - Válido;Estadual;;;;M;2
2015;10;PR;CURITIBA;Funcional;Cancelado;Municipal;;;;M;2
2015;10;PR;CURITIBA;Funcional;Vencido;Estadual;;;;F;1
2015;10;PR;CURITIBA;Funcional;Vencido;Estadual;;;;M;1
2015;10;PR;LAPA;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;10;PR;QUATRO BARRAS;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;10;PR;QUATRO BARRAS;Funcional;Cancelado;Municipal;;;;M;1
2015;10;PR;QUATRO BARRAS;Funcional;Vencido;Municipal;;;;M;1
2015;10;RJ;ITABORAÍ;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;F;1
2015;10;RJ;MAGÉ;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;2
2015;10;RN;ACARI;Funcional;Vencido;Estadual;;;;M;1
2015;10;RN;BREJINHO;Funcional;Vencido;Estadual;;;;F;1
2015;10;RN;BREJINHO;Funcional;Vencido;Estadual;;;;M;1
2015;10;RN;NATAL;Funcional;Vencido;Estadual;;;;F;1
2015;10;RN;NATAL;Funcional;Vencido;Estadual;;;;M;9
2015;10;RN;PARNAMIRIM;Funcional;Vencido;Estadual;;;;F;2
2015;10;RN;PARNAMIRIM;Funcional;Vencido;Estadual;;;;M;10
2015;10;RN;SÃO GONÇALO DO AMARANTE;Funcional;Vencido;Estadual;;;;M;1
2015;10;RN;SÃO JOSÉ DE MIPIBU;Funcional;Vencido;Estadual;;;;M;1
2015;10;RS;CAXIAS DO SUL;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;RS;CAXIAS DO SUL;Funcional;Vencido;Municipal;;;;M;3
2015;10;RS;ESTÂNCIA VELHA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;RS;IJUÍ;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;RS;IJUÍ;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;RS;JÓIA;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;10;RS;MARAU;Defesa Pessoal;Cancelado;Estadual;Pistola;CZ (CESKOSLOVENSKA ZBROJOVKA);.380;M;1
2015;10;RS;MARAU;Defesa Pessoal;Vencido;Estadual;Pistola;CZ (CESKOSLOVENSKA ZBROJOVKA);.380;M;1
2015;10;RS;NOVO HAMBURGO;Defesa Pessoal;Vencido;Estadual;Pistola;IMBEL;.380;M;1
2015;10;RS;NOVO HAMBURGO;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;RS;PALMEIRA DAS MISSÕES;Defesa Pessoal;Cancelado;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;RS;PALMEIRA DAS MISSÕES;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;RS;PASSO FUNDO;Defesa Pessoal;Vencido;Estadual;Pistola;CZ (CESKOSLOVENSKA ZBROJOVKA);.380;M;1
2015;10;RS;PASSO FUNDO;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;3
2015;10;RS;PASSO FUNDO;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;2
2015;10;RS;PASSO FUNDO;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.32;M;1
2015;10;RS;PASSO FUNDO;Defesa Pessoal;Vencido;Regional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;RS;PELOTAS;Funcional;Vencido;Estadual;;;;F;1
2015;10;RS;PELOTAS;Funcional;Vencido;Estadual;;;;M;6
2015;10;RS;PELOTAS;Funcional;Vencido;Municipal;;;;F;2
2015;10;RS;PELOTAS;Funcional;Vencido;Municipal;;;;M;29
2015;10;RS;PORTO ALEGRE;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;RS;PORTO ALEGRE;Funcional;Vencido;Municipal;;;;M;4
2015;10;RS;RIO GRANDE;Funcional;Vencido;Estadual;;;;M;1
2015;10;RS;SÃO FRANCISCO DE ASSIS;Defesa Pessoal;Cancelado;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;10;RS;SÃO LEOPOLDO;Funcional;Vencido;Municipal;;;;M;2
2015;10;RS;SÃO LUIZ GONZAGA;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;10;RS;SAPUCAIA DO SUL;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;RS;TRÊS DE MAIO;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;RS;TRINDADE DO SUL;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;10;RS;URUGUAIANA;Funcional;Vencido;Municipal;;;;M;1
2015;10;RS;VENÂNCIO AIRES;Funcional;Vencido;Municipal;;;;M;1
2015;10;SC;CAÇADOR;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;SE;ARACAJU;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;SE;ARACAJU;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;SE;ARACAJU;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;SE;ARACAJU;Defesa Pessoal;Vencido;Regional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;3
2015;10;SE;ARACAJU;Defesa Pessoal;Vencido;Regional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;SE;ARACAJU;Funcional;Vencido;Estadual;;;;F;1
2015;10;SE;ARACAJU;Funcional;Vencido;Estadual;;;;M;2
2015;10;SE;ITAPORANGA D´AJUDA;Funcional;Vencido;Estadual;;;;M;1
2015;10;SE;SANTO AMARO DAS BROTAS;Funcional;Vencido;Estadual;;;;M;1
2015;10;SE;SÃO CRISTÓVÃO;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;SE;SÃO CRISTÓVÃO;Funcional;Vencido;Estadual;;;;M;1
2015;10;SP;ARUJÁ;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;10;SP;CAPIVARI;Funcional;Vencido;Municipal;;;;M;1
2015;10;SP;COTIA;Funcional;Vencido;Estadual;;;;F;1
2015;10;SP;ITU;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;10;SP;ITU;Funcional;Cancelado;Estadual;;;;M;1
2015;10;SP;MONTE ALTO;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;10;SP;OSASCO;Funcional;Vencido;Estadual;;;;F;1
2015;10;SP;OSASCO;Funcional;Vencido;Estadual;;;;M;1
2015;10;SP;SÃO PAULO;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;10;SP;SÃO PAULO;Funcional;Ativo - Válido;Estadual;;;;F;1
2015;10;SP;SÃO PAULO;Funcional;Ativo - Válido;Estadual;;;;M;4
2015;10;SP;SOROCABA;Funcional;Cancelado;Estadual;;;;M;1
2015;10;SP;VOTORANTIM;Funcional;Ativo - Válido;Estadual;;;;M;1
2015;10;;;Segurança Dignitário;Vencido;Nacional;Pistola;BERETTA (PIETRO BERETTA S.P.A.);9 mm;F;1
2015;10;;;Segurança Dignitário;Vencido;Nacional;Pistola;GLOCK GMBH (ÁUSTRIA);9 mm;F;6
2015;10;;;Segurança Dignitário;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;9 mm;F;2
2015;11;AC;RIO BRANCO;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;AL;ARAPIRACA;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;11;AL;FEIRA GRANDE;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;AL;MACEIÓ;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;2
2015;11;AL;MACEIÓ;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;2
2015;11;AL;MACEIÓ;Defesa Pessoal;Vencido;Nacional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;AL;TAQUARANA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;AM;MANAUS;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;CE;FORTALEZA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;DF;BRASÍLIA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;ES;JOÃO NEIVA;Defesa Pessoal;Cancelado;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;ES;VIANA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;ES;VILA VELHA;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;11;PA;ANANINDEUA;Funcional;Cancelado;Estadual;;;;M;1
2015;11;PA;ANANINDEUA;Funcional;Vencido;Estadual;;;;F;3
2015;11;PA;ANANINDEUA;Funcional;Vencido;Estadual;;;;M;21
2015;11;PA;BELÉM;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;PA;BELÉM;Funcional;Vencido;Estadual;;;;F;8
2015;11;PA;BELÉM;Funcional;Vencido;Estadual;;;;M;51
2015;11;PA;MARITUBA;Funcional;Vencido;Estadual;;;;M;2
2015;11;PA;SANTA BÁRBARA DO PARÁ;Funcional;Vencido;Estadual;;;;M;1
2015;11;PB;JOÃO PESSOA;Defesa Pessoal;Vencido;Regional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;PE;CARUARU;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;PR;APUCARANA;Funcional;Cancelado;Municipal;;;;M;1
2015;11;PR;APUCARANA;Funcional;Vencido;Municipal;;;;M;1
2015;11;PR;ASSAÍ;Funcional;Vencido;Municipal;;;;M;1
2015;11;PR;BELA VISTA DO PARAÍSO;Funcional;Cancelado;Municipal;;;;M;1
2015;11;PR;CAMBÉ;Funcional;Cancelado;Municipal;;;;M;1
2015;11;PR;CAMBÉ;Funcional;Vencido;Municipal;;;;M;7
2015;11;PR;CORNÉLIO PROCÓPIO;Funcional;Vencido;Municipal;;;;M;1
2015;11;PR;CURITIBA;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;PR;CURITIBA;Defesa Pessoal;Vencido;Nacional;Pistola;IMBEL;.380;M;1
2015;11;PR;CURITIBA;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;PR;CURITIBA;Defesa Pessoal;Vencido;Regional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;PR;IBIPORÃ;Funcional;Ativo - Válido;Estadual;;;;M;3
2015;11;PR;IBIPORÃ;Funcional;Cancelado;Municipal;;;;M;1
2015;11;PR;IBIPORÃ;Funcional;Vencido;Municipal;;;;F;1
2015;11;PR;IBIPORÃ;Funcional;Vencido;Municipal;;;;M;6
2015;11;PR;LONDRINA;Funcional;Ativo - Válido;Estadual;;;;F;5
2015;11;PR;LONDRINA;Funcional;Ativo - Válido;Estadual;;;;M;17
2015;11;PR;LONDRINA;Funcional;Cancelado;Estadual;;;;F;1
2015;11;PR;LONDRINA;Funcional;Cancelado;Municipal;;;;F;4
2015;11;PR;LONDRINA;Funcional;Cancelado;Municipal;;;;M;19
2015;11;PR;LONDRINA;Funcional;Vencido;Municipal;;;;F;11
2015;11;PR;LONDRINA;Funcional;Vencido;Municipal;;;;M;86
2015;11;PR;PONTA GROSSA;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;2
2015;11;PR;RESERVA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;PR;ROLÂNDIA;Funcional;Vencido;Municipal;;;;M;2
2015;11;PR;TELÊMACO BORBA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;PR;URAÍ;Funcional;Vencido;Municipal;;;;M;1
2015;11;RJ;DUQUE DE CAXIAS;Funcional;Vencido;Estadual;;;;M;1
2015;11;RJ;MARICÁ;Funcional;Vencido;Estadual;;;;M;1
2015;11;RJ;NOVA IGUAÇU;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RJ;NOVA IGUAÇU;Defesa Pessoal;Vencido;Estadual;Revolver;ROSSI (AMADEO ROSSI S.A.);.38;M;1
2015;11;RJ;RIO DE JANEIRO;Funcional;Vencido;Estadual;;;;F;1
2015;11;RJ;RIO DE JANEIRO;Funcional;Vencido;Estadual;;;;M;2
2015;11;RO;COLORADO DO OESTE;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RR;BOA VISTA;Defesa Pessoal;Vencido;Nacional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;RS;CANGUÇU;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;CANOAS;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;CANOAS;Defesa Pessoal;Vencido;Regional;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;CAPÃO DA CANOA;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;RS;CARAZINHO;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;RS;CAXIAS DO SUL;Defesa Pessoal;Vencido;Estadual;Revolver;ROSSI (AMADEO ROSSI S.A.);.38;F;1
2015;11;RS;ELDORADO DO SUL;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;IGREJINHA;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;RS;IJUÍ;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;11;RS;ITAQUI;Defesa Pessoal;Vencido;Estadual;Pistola;CZ (CESKOSLOVENSKA ZBROJOVKA);.380;M;1
2015;11;RS;PALMEIRA DAS MISSÕES;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;PASSO FUNDO;Defesa Pessoal;Vencido;Regional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;RS;PELOTAS;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;PORTO ALEGRE;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;2
2015;11;RS;PORTO ALEGRE;Defesa Pessoal;Vencido;Nacional;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;RS;PORTO ALEGRE;Defesa Pessoal;Vencido;Nacional;Pistola;TAURUS ARMAS S.A.;.380;M;2
2015;11;RS;SANTA MARIA;Defesa Pessoal;Vencido;Estadual;Pistola;IMBEL;.380;M;1
2015;11;RS;SÃO FRANCISCO DE ASSIS;Defesa Pessoal;Vencido;Estadual;Pistola;GLOCK GMBH (ÁUSTRIA);.380;M;1
2015;11;RS;SÃO LUIZ GONZAGA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;TERRA DE AREIA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;URUGUAIANA;Defesa Pessoal;Vencido;Estadual;Revolver;TAURUS ARMAS S.A.;.38;M;1
2015;11;RS;URUGUAIANA;Funcional;Cancelado;Municipal;;;;M;1
2015;11;RS;VIAMÃO;Defesa Pessoal;Cancelado;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;RS;XANGRI-LÁ;Defesa Pessoal;Cancelado;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;SC;CAMPOS NOVOS;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
2015;11;SC;CRICIÚMA;Defesa Pessoal;Vencido;Estadual;Pistola;TAURUS ARMAS S.A.;.380;M;1
